PlotID,PINumber,Row,Column,Block,Treatment,DaysToFlower,MedianLeafAngle,LeafAngleSDV,PoorStand?,PaniclesPerPlot,PanicleGrainWeight,EstimatedPlotYield,FlagLeafLength,FlagLeafWidth,ExtantLeafNumber,PlantHeight,ThirdLeafLength,ThirdLeafWidth,TillersPerPlant,StemDiameterLower,StemDiameterUpper,RachisLength,RachisDiameterLower,RachisDiameterUpper,PrimaryBrancSufficientNitrogeno,BranchInternodeLength,ProteinPCT,OilPCT,FiberPCT,AshPCT,StarchPCT,KernelColor
5119,PI 598069,16,22,5,SufficientNitrogen,76.0,17.0,2.73,N,35.0,3.7,129.5,45.4,4.8,13.0,192.0,46.0,4.7,2.67,14.24,7.16,17.33,4.63,1.99,121.33,2.6,10.32,12.79,4.48,1.79,64.72,Orange
5120,PI 576426,17,22,5,SufficientNitrogen,66.0,53.0,6.81,N,11.0,,,45.0,5.0,14.0,100.0,65.5,6.5,0.33,27.98,12.42,24.9,7.42,4.64,57.33,2.33,,,,,,
5121,PI 656030,18,22,5,SufficientNitrogen,49.0,29.6,8.68,N,14.0,21.2,296.8,46.2,4.8,7.0,80.0,68.5,5.8,0.0,13.86,9.64,14.13,7.09,2.89,44.33,1.63,9.98,15.72,3.27,1.67,69.12,Orange
5122,PI 533938,19,22,5,SufficientNitrogen,55.0,55.9,3.57,N,,52.6,,41.0,4.1,12.0,202.0,62.0,7.3,1.0,19.02,9.68,21.37,6.81,3.34,62.33,1.77,10.89,12.66,4.32,1.45,69.7,
5123,PI 607931,20,22,5,SufficientNitrogen,64.0,56.0,9.09,N,15.0,50.5,757.5,38.0,4.2,10.0,83.0,63.0,7.0,1.33,23.26,9.44,30.87,6.83,3.47,46.0,2.0,10.58,13.31,4.5,1.6,70.12,Orange
5125,PI 595720,22,22,5,SufficientNitrogen,74.0,50.0,,Y,2.0,,,59.7,5.8,17.0,88.0,70.5,7.8,,,,,,,,,,,,,,
5126,PI 656114,23,22,5,SufficientNitrogen,67.0,63.7,13.1,Y,5.0,37.6,188.0,49.8,7.5,12.0,110.0,71.5,7.5,0.67,22.3,10.82,18.27,6.04,2.77,47.0,3.07,,,,,,
5127,PI 656026,24,22,5,SufficientNitrogen,57.0,57.8,8.87,Y,11.0,38.6,424.6,43.5,4.0,9.0,70.0,57.5,6.5,0.33,25.6,11.17,12.03,7.11,2.6,65.33,1.07,,,,,,
5128,PI 564163,25,22,5,SufficientNitrogen,69.0,48.9,,Y,6.0,24.6,147.6,31.1,3.6,13.0,87.0,69.0,7.5,0.0,19.79,11.89,28.9,8.44,1.9,52.33,2.53,,,,,,
5129,PI 533940,26,22,5,SufficientNitrogen,60.0,53.7,6.62,N,22.0,16.1,354.2,29.5,3.6,10.0,140.0,55.5,6.0,1.0,18.23,7.83,19.33,5.88,2.55,47.33,1.3,10.03,12.87,4.5,1.5,72.36,White
5130,PI 655995,27,22,5,SufficientNitrogen,71.0,38.9,7.4,N,15.0,4.7,70.5,45.8,5.9,13.0,213.0,67.0,8.0,0.0,20.02,11.44,6.6,6.81,2.45,51.67,35.13,10.98,13.06,3.51,1.62,59.01,Brown
5131,PI 576375,15,21,5,SufficientNitrogen,64.0,49.8,11.27,N,13.0,,,49.7,6.2,12.0,110.0,71.0,7.0,0.67,29.47,12.57,27.6,7.95,4.51,77.0,3.73,10.44,12.58,4.61,1.54,70.71,Yellow
5132,PI 533757,16,21,5,SufficientNitrogen,65.0,41.7,6.15,N,14.0,51.9,726.6,26.3,5.7,14.0,88.0,65.0,9.5,0.0,25.68,12.23,18.13,8.31,4.97,60.33,2.33,9.98,11.63,4.84,1.34,71.47,White
5133,PI 576348,17,21,5,SufficientNitrogen,63.0,28.8,4.68,Y,35.0,,,36.4,3.9,11.0,92.0,74.5,5.7,2.67,16.05,6.22,27.17,4.44,2.23,26.67,4.2,,,,,,
5134,PI 533927,18,21,5,SufficientNitrogen,69.0,32.3,3.2,N,12.0,4.4,52.8,39.9,4.2,11.0,170.0,50.0,6.5,0.67,18.81,8.6,24.43,6.68,3.88,60.33,2.1,11.01,11.61,3.26,1.67,60.49,Brown
5135,PI 576130,19,21,5,SufficientNitrogen,75.0,57.4,0.3,N,12.0,32.2,386.4,52.7,5.2,14.0,260.0,53.5,6.0,1.0,19.83,10.57,20.43,6.09,2.93,82.67,2.17,9.92,12.02,4.99,1.58,69.75,White
5136,PI 656031,20,21,5,SufficientNitrogen,67.0,36.7,3.33,N,14.0,54.7,765.8,41.6,6.3,14.0,124.0,64.5,7.5,0.33,22.2,9.33,17.37,6.76,3.57,52.0,2.3,10.13,10.55,4.93,1.43,73.28,White
5137,PI 564163,21,21,5,SufficientNitrogen,69.0,44.4,4.81,N,14.0,53.1,743.4,52.3,6.2,11.0,80.0,80.0,8.2,1.0,30.26,12.37,23.63,8.24,4.36,61.0,2.63,9.74,11.59,4.52,1.47,72.72,White
5138,PI 656082,22,21,5,SufficientNitrogen,,,,Y,,,,,,,,,,3.0,35.5,17.16,,,,,,,,,,,
5140,PI 534046,24,21,5,SufficientNitrogen,56.0,44.6,3.59,Y,21.0,,,33.8,4.1,9.0,70.0,,,0.0,24.1,13.73,20.83,9.37,4.0,60.0,2.77,,,,,,
5141,PI 533965,25,21,5,SufficientNitrogen,65.0,46.9,4.36,N,27.0,18.3,494.1,34.6,5.0,11.0,77.0,74.5,8.0,1.33,19.65,11.38,30.33,7.28,3.25,58.0,4.2,10.93,12.7,4.69,1.63,69.57,Brown
5142,PI 534047,26,21,5,SufficientNitrogen,51.0,55.8,13.15,N,18.0,49.7,894.6,34.0,3.8,9.0,70.0,50.0,4.3,1.0,20.65,10.22,28.2,8.05,3.26,47.0,2.7,10.31,12.71,4.54,1.23,73.51,Red
5143,PI 655971,27,21,5,SufficientNitrogen,62.0,53.2,8.54,N,11.0,37.1,408.1,35.1,3.8,12.0,103.0,66.5,6.3,2.0,22.84,10.82,14.4,9.37,2.4,75.0,1.27,11.12,12.24,3.43,1.73,66.43,White
5144,PI 655974,15,20,5,SufficientNitrogen,64.0,44.5,5.77,N,13.0,49.6,644.8,43.5,6.6,11.0,138.0,70.0,8.0,0.0,22.93,11.77,18.53,7.57,4.85,45.33,4.03,10.73,12.07,4.66,1.49,72.73,White
5145,PI 533776,16,20,5,SufficientNitrogen,63.0,60.5,1.4,Y,7.0,,,50.1,4.5,7.0,122.0,70.0,5.0,1.5,21.77,15.14,25.85,12.03,4.17,121.0,1.4,,,,,,
5146,PI 533866,17,20,5,SufficientNitrogen,65.0,41.2,6.53,N,16.0,42.1,673.6,33.3,5.0,11.0,95.0,81.0,8.4,0.67,24.04,11.51,30.17,7.93,2.57,71.33,1.33,10.54,13.35,3.96,1.75,65.07,Yellow
5147,PI 533903,18,20,5,SufficientNitrogen,69.0,33.7,6.14,N,,31.6,,43.5,7.1,14.0,113.0,61.5,8.5,0.33,24.36,11.66,28.03,6.64,2.0,60.33,2.13,11.4,11.41,2.3,1.7,55.9,Mustard
5148,PI 548797,19,20,5,SufficientNitrogen,67.0,41.8,4.67,N,12.0,63.4,760.8,47.7,6.4,13.0,91.0,65.0,7.0,2.0,29.31,13.88,28.07,8.79,2.26,53.67,1.17,10.56,11.34,4.69,1.34,73.82,White
5149,PI 576359,20,20,5,SufficientNitrogen,76.0,52.3,,Y,3.0,,,38.3,6.2,10.0,139.0,61.0,7.4,2.0,18.0,9.8,18.5,5.97,1.54,46.0,3.0,,,,,,
5152,PI 595743,23,20,5,SufficientNitrogen,73.0,38.1,3.92,N,18.0,11.9,214.2,39.7,3.1,12.0,87.0,82.0,7.2,0.0,26.78,12.5,22.47,9.87,4.62,60.0,4.3,11.14,13.69,3.71,1.89,59.95,Orange
5153,PI 533814,24,20,5,SufficientNitrogen,71.0,51.2,2.46,Y,4.0,,,42.0,5.8,12.0,70.0,54.0,7.6,3.33,23.63,10.75,24.77,5.87,2.91,54.33,3.4,,,,,,
5154,PI 565121,25,20,5,SufficientNitrogen,67.0,39.4,8.9,N,,66.1,,34.5,6.5,13.0,112.0,62.0,9.5,0.67,21.39,9.35,19.13,5.52,2.66,58.33,2.33,10.41,11.98,4.79,1.49,70.68,
5155,PI 597946,26,20,5,SufficientNitrogen,57.0,50.2,2.72,N,24.0,29.4,705.6,35.6,2.5,8.0,108.0,64.0,6.5,1.33,18.14,8.75,22.8,6.94,3.7,40.5,3.3,10.39,12.64,4.7,1.63,70.93,Mustard
5156,PI 656040,27,20,5,SufficientNitrogen,78.0,41.3,3.79,N,8.0,25.5,204.0,33.4,4.5,12.0,83.0,62.0,6.3,0.0,29.27,11.38,27.0,7.56,2.55,88.67,1.7,11.74,13.6,5.08,1.85,72.09,Yellow
5157,PI 533799,15,19,5,SufficientNitrogen,62.0,43.7,5.87,N,12.0,49.3,591.6,33.4,6.1,12.0,79.0,73.0,8.0,1.0,28.92,13.14,18.2,7.05,3.41,60.33,3.17,10.76,14.88,4.47,1.72,69.35,White
5158,PI 597958,16,19,5,SufficientNitrogen,65.0,28.9,11.93,N,20.0,30.4,608.0,34.0,5.5,10.0,85.0,63.0,7.0,2.0,23.79,11.33,23.4,7.11,2.89,55.67,4.53,10.59,14.0,4.72,1.56,69.45,White
5159,PI 533877,17,19,5,SufficientNitrogen,69.0,43.4,,Y,6.0,21.0,126.0,46.5,6.0,11.0,88.0,80.5,8.0,,,,,,,,,9.57,14.18,4.42,1.82,66.01,Yellow
5160,PI 533954,18,19,5,SufficientNitrogen,53.0,43.1,4.8,N,15.0,15.8,237.0,41.0,5.0,10.0,91.0,62.0,7.0,0.0,18.67,9.92,13.3,6.81,5.18,68.67,0.83,11.08,15.01,3.66,1.75,64.96,Orange
5161,PI 656116,19,19,5,SufficientNitrogen,50.0,47.7,8.62,N,33.0,16.7,551.1,46.5,3.5,7.0,73.0,56.0,6.5,2.67,22.1,7.28,21.93,5.26,1.89,76.33,2.0,10.09,13.64,3.63,1.53,67.36,Mustard
5162,PI 564163,20,19,5,SufficientNitrogen,63.0,50.45,6.94,N,7.0,63.6,445.2,30.1,5.0,11.0,102.0,65.5,6.8,1.33,27.71,13.88,28.1,8.58,4.28,66.0,2.03,9.82,11.29,4.63,1.51,73.44,White
5165,,23,19,5,SufficientNitrogen,63.0,42.5,8.97,N,15.0,39.0,585.0,57.5,7.1,9.0,67.0,,,1.33,26.63,8.38,22.31,4.23,2.43,58.0,3.6,11.3,12.33,3.88,1.51,66.98,White
5166,,24,19,5,SufficientNitrogen,67.0,29.75,2.55,Y,5.0,,,43.8,7.9,9.0,103.0,,,0.33,31.61,17.2,15.3,8.69,4.53,139.67,1.33,,,,,,
5167,,25,19,5,SufficientNitrogen,68.0,51.2,,Y,2.0,,,32.0,6.6,11.0,78.0,,,0.0,26.5,15.17,,,,,,,,,,,
5168,PI 576332,26,19,5,SufficientNitrogen,65.0,39.8,5.93,N,20.0,28.7,574.0,26.2,4.2,12.0,90.0,80.0,7.5,1.0,24.0,11.27,28.47,7.37,3.04,68.67,1.67,10.45,12.2,4.16,1.65,67.33,Yellow
5169,PI 595740,27,19,5,SufficientNitrogen,75.0,43.2,4.95,N,8.0,37.7,301.6,30.5,5.6,16.0,142.0,52.0,7.3,0.67,32.79,12.13,9.0,7.24,4.28,39.67,2.33,10.8,11.55,4.81,1.46,70.05,Orange
5170,PI 656106,15,18,5,SufficientNitrogen,63.0,45.8,8.84,N,23.0,36.4,837.2,50.7,8.5,11.0,108.0,70.0,8.0,0.33,19.81,10.87,16.17,7.9,5.52,45.33,2.37,11.28,11.24,4.24,1.54,67.9,Mustard
5171,PI 574455,16,18,5,SufficientNitrogen,71.0,42.9,5.31,N,7.0,,,49.5,7.0,11.0,69.0,76.0,8.8,0.0,36.03,12.97,23.97,7.1,2.87,61.33,2.67,10.05,10.35,4.13,1.62,72.14,Orange
5172,PI 533833,17,18,5,SufficientNitrogen,63.0,63.4,8.43,N,20.0,10.4,208.0,29.8,4.7,11.0,90.0,52.5,6.0,1.67,21.08,8.88,35.37,5.88,2.04,59.0,5.07,11.53,14.16,4.38,2.08,69.0,Brown
5173,PI 641874,18,18,5,SufficientNitrogen,62.0,42.6,5.71,N,14.0,20.7,289.8,38.2,4.0,9.0,68.0,59.0,6.2,0.0,23.4,10.85,14.3,9.38,2.83,52.0,1.53,,,,,,
5174,PI 656097,19,18,5,SufficientNitrogen,76.0,31.4,5.7,N,8.0,24.1,192.8,,,13.0,130.0,50.0,7.4,0.33,24.27,11.57,17.63,11.39,0.92,118.0,1.7,10.68,14.28,4.39,1.85,70.9,White
5175,PI 564163,20,18,5,SufficientNitrogen,63.0,37.5,6.12,N,15.0,65.3,979.5,37.4,5.5,10.0,118.0,69.0,8.0,0.0,19.88,9.96,27.07,7.68,2.64,59.33,2.2,9.77,11.0,4.36,1.47,73.44,White
5176,PI 656013,21,18,5,SufficientNitrogen,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
5177,PI 656035,22,18,5,SufficientNitrogen,63.0,47.95,3.62,N,7.0,43.4,303.8,38.0,5.3,14.0,79.0,71.0,8.0,,,,,,,,,9.52,11.4,4.58,1.49,73.5,White
5179,PI 576428,24,18,5,SufficientNitrogen,63.0,49.6,11.43,N,10.0,28.3,283.0,42.0,5.4,10.0,81.0,60.0,6.5,0.67,28.95,14.57,8.85,8.94,6.25,54.5,1.05,10.49,9.96,4.56,1.39,68.85,Orange
5181,PI 597967,26,18,5,SufficientNitrogen,69.0,45.2,3.33,N,13.0,45.1,586.3,45.0,5.7,11.0,90.0,64.5,7.0,0.67,25.32,11.69,9.17,8.8,4.13,63.33,1.57,9.92,9.67,4.82,1.35,74.37,White
5182,PI 533989,27,18,5,SufficientNitrogen,73.0,38.7,7.64,N,13.0,25.7,334.1,38.3,5.6,12.0,97.0,62.5,8.5,0.67,23.87,9.62,21.23,7.72,1.55,52.33,1.27,10.24,11.68,4.89,1.45,72.59,White
5183,PI 656053,15,17,5,SufficientNitrogen,66.0,53.0,12.74,N,14.0,54.6,764.4,40.8,4.2,11.0,80.0,76.5,9.0,0.67,23.67,10.56,23.15,8.09,1.41,48.0,2.4,10.04,11.46,4.98,1.44,73.43,White
5184,PI 597971,16,17,5,SufficientNitrogen,60.0,61.0,3.84,N,10.0,54.0,540.0,36.6,6.2,9.0,98.0,57.0,7.7,0.0,27.86,11.23,24.8,9.53,0.83,110.0,3.6,10.96,13.78,4.65,1.5,69.86,Orange
5185,PI 576399,17,17,5,SufficientNitrogen,62.0,57.7,13.18,N,17.0,44.4,754.8,27.1,3.5,10.0,153.0,48.0,5.7,1.33,22.09,9.34,18.77,7.22,2.73,40.0,2.47,11.27,11.0,4.3,1.61,70.57,White
5186,PI 564163,18,17,5,SufficientNitrogen,64.0,50.6,4.7,N,16.0,58.6,937.6,24.5,4.1,13.0,120.0,59.0,5.7,0.0,17.5,8.04,26.1,6.65,2.29,56.0,2.17,9.9,10.47,4.53,1.48,74.0,White
5187,PI 533839,19,17,5,SufficientNitrogen,66.0,44.1,9.85,N,15.0,3.8,57.0,41.0,3.6,8.0,130.0,68.0,5.0,2.33,20.09,7.06,24.97,5.95,1.96,57.0,3.7,12.03,10.3,1.55,1.81,48.2,White
5188,PI 659691,20,17,5,SufficientNitrogen,75.0,48.5,4.77,N,28.0,15.1,422.8,73.2,7.3,16.0,118.0,80.5,7.5,2.33,25.4,11.65,23.43,9.25,0.87,99.67,1.53,10.23,13.12,4.14,1.74,65.59,White
5189,PI 564163,21,17,5,SufficientNitrogen,63.0,47.3,3.07,N,11.0,69.7,766.7,37.0,5.4,13.0,108.0,76.0,7.5,1.0,29.42,13.08,31.8,9.1,1.83,85.0,2.4,10.2,11.61,4.0,1.56,71.06,
5190,PI 564163,22,17,5,SufficientNitrogen,65.0,69.8,,Y,,,,42.0,5.8,9.0,77.0,48.0,5.2,0.33,32.09,13.55,28.73,8.82,2.53,53.33,3.47,,,,,,
5191,PI 656074,23,17,5,SufficientNitrogen,,,,Y,,,,,,,,,,4.0,18.49,7.71,23.63,6.06,1.56,25.67,3.73,,,,,,
5192,PI 597966,24,17,5,SufficientNitrogen,,,,Y,,,,,,,,,,0.33,25.28,12.99,9.7,11.65,8.38,58.0,3.3,,,,,,
5193,PI 656042,25,17,5,SufficientNitrogen,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
5194,PI 656001,26,17,5,SufficientNitrogen,71.0,40.1,2.95,N,15.0,48.1,721.5,36.5,5.6,13.0,95.0,62.0,6.6,0.0,21.94,11.13,14.0,8.53,3.01,55.0,1.67,10.86,12.94,4.8,1.66,71.83,Orange
5195,PI 659696,27,17,5,SufficientNitrogen,65.0,39.9,2.62,N,14.0,33.2,464.8,31.5,5.7,12.0,128.0,52.0,6.7,0.0,18.19,10.44,10.9,9.33,6.31,48.0,1.25,10.67,9.57,4.78,1.38,71.79,Orange
5196,PI 564163,15,16,5,SufficientNitrogen,56.0,24.6,4.54,N,20.0,44.6,892.0,40.5,5.4,9.0,106.0,71.0,8.0,0.33,22.07,10.97,31.93,7.36,1.05,62.0,3.0,10.19,12.4,3.98,1.64,72.43,White
5197,PI 533869,16,16,5,SufficientNitrogen,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
5198,PI 533754,17,16,5,SufficientNitrogen,60.0,49.2,16.37,N,15.0,18.8,282.0,36.8,3.3,10.0,100.0,53.5,5.7,1.33,18.27,9.1,22.43,6.56,0.85,60.33,2.7,10.29,14.28,4.65,1.69,69.4,Mustard
5199,PI 656094,18,16,5,SufficientNitrogen,56.0,63.7,5.82,N,30.0,27.4,822.0,57.0,5.3,10.0,122.0,66.0,6.5,1.33,17.89,8.71,36.17,6.36,1.59,65.0,4.67,10.81,13.3,4.2,1.55,68.21,White
5200,PI 533967,19,16,5,SufficientNitrogen,66.0,69.9,16.86,N,12.0,34.7,416.4,34.0,5.5,11.0,85.0,63.0,7.0,1.0,21.26,9.0,17.93,6.14,2.81,57.33,1.6,10.77,13.1,4.51,1.68,70.56,Mustard
5201,PI 534037,20,16,5,SufficientNitrogen,58.0,74.5,6.32,N,40.0,21.9,876.0,45.0,4.1,8.0,122.0,52.0,5.5,1.0,14.24,9.53,20.4,7.03,0.98,73.0,3.17,10.32,13.47,4.6,1.51,70.52,Mustard
5204,PI 564163,23,16,5,SufficientNitrogen,58.0,37.5,2.28,N,23.0,46.4,1067.2,43.8,5.0,12.0,97.0,76.5,7.7,0.0,17.31,9.62,26.1,6.57,1.35,54.67,2.6,10.69,11.97,4.32,1.55,72.62,White
5205,PI 656062,24,16,5,SufficientNitrogen,69.0,39.05,0.05,Y,11.0,,,61.6,7.0,11.0,107.0,77.0,8.0,1.67,30.53,13.62,29.67,9.99,1.97,63.33,2.77,,,,,,
5206,PI 656002,25,16,5,SufficientNitrogen,62.0,53.2,3.72,N,14.0,50.5,707.0,47.3,4.6,12.0,81.0,74.0,6.3,0.0,22.56,9.32,22.03,6.91,3.5,55.67,2.57,10.45,12.82,3.97,1.64,70.44,White
5207,PI 533949,26,16,5,SufficientNitrogen,50.0,54.6,5.69,N,18.0,44.6,802.8,38.7,3.7,9.0,91.0,73.0,7.0,0.33,15.61,8.34,20.83,6.61,1.22,55.67,2.57,10.41,11.81,4.85,1.48,71.74,Grey
5208,PI 533758,27,16,5,SufficientNitrogen,64.0,42.1,4.78,N,18.0,30.2,543.6,40.5,6.5,10.0,100.0,58.0,7.3,0.0,21.07,10.64,21.17,7.65,1.86,49.0,2.4,9.8,16.4,0.58,1.79,66.3,Grey
5209,PI 576364,15,15,5,SufficientNitrogen,56.0,57.7,4.48,N,34.0,29.3,996.2,20.5,3.4,10.0,83.0,54.5,6.5,1.67,17.11,7.18,13.4,4.63,3.08,61.33,2.6,10.54,12.3,4.62,1.6,70.2,Brown
5210,PI 564163,16,15,5,SufficientNitrogen,56.0,28.1,4.68,N,14.0,42.4,593.6,37.5,3.9,10.0,90.0,81.0,7.4,0.33,22.41,11.93,27.33,8.21,3.34,57.0,2.3,9.98,11.42,4.04,1.47,72.31,White
5211,PI 564163,17,15,5,SufficientNitrogen,57.0,29.9,3.72,N,18.0,43.4,781.2,26.3,3.8,10.0,90.0,72.0,6.3,0.33,18.02,8.41,25.65,5.61,2.6,52.0,2.05,10.3,11.44,4.26,1.51,73.19,White
5212,PI 533939,18,15,5,SufficientNitrogen,60.0,48.8,4.13,N,18.0,47.8,860.4,36.9,5.4,10.0,140.0,45.0,5.5,1.67,21.27,12.58,19.73,9.33,2.48,51.67,1.77,11.09,11.15,3.64,1.65,64.93,Mustard
5213,PI 564163,19,15,5,SufficientNitrogen,59.0,37.9,3.95,N,14.0,46.4,649.6,38.0,5.0,12.0,113.0,56.0,6.9,0.33,20.28,10.51,28.57,6.96,2.41,57.33,2.7,10.12,10.88,3.99,1.5,72.32,White
5214,PI 656109,20,15,5,SufficientNitrogen,55.0,57.7,8.47,N,26.0,19.9,517.4,23.0,4.4,8.0,62.0,47.0,5.0,1.67,20.51,10.07,12.73,7.44,2.82,43.67,2.97,10.66,14.71,2.85,1.81,68.51,Brown
5215,PI 576333,21,15,5,SufficientNitrogen,70.0,,,Y,1.0,,,,,12.0,90.0,,,,,,,,,,,,,,,,
5217,PI 533985,23,15,5,SufficientNitrogen,61.0,53.0,9.02,N,21.0,44.0,924.0,38.8,5.9,12.0,91.0,65.0,7.0,2.0,21.63,10.87,22.6,7.48,2.18,45.33,1.97,10.25,12.29,4.86,1.46,73.23,Orange
5218,PI 656091,24,15,5,SufficientNitrogen,71.0,39.2,6.04,N,11.0,41.8,459.8,52.0,6.3,16.0,80.0,65.0,7.8,0.0,32.07,13.56,14.1,9.96,5.99,51.67,2.1,10.15,13.27,4.59,1.7,71.74,Yellow
5219,PI 533996,25,15,5,SufficientNitrogen,56.0,47.2,2.96,N,13.0,39.8,517.4,31.5,6.3,9.0,82.0,57.5,7.5,0.33,27.85,13.18,21.9,10.8,1.7,69.33,2.17,10.46,14.33,4.35,1.65,70.44,Mustard
5220,PI 534148,26,15,5,SufficientNitrogen,63.0,42.0,5.34,N,12.0,16.4,196.8,38.8,4.4,14.0,110.0,59.0,6.0,0.33,29.81,13.48,31.37,11.14,1.59,72.33,3.77,10.39,17.94,1.33,2.22,55.3,Yellow
5221,PI 564163,27,15,5,SufficientNitrogen,63.0,42.3,6.45,N,13.0,58.4,759.2,30.2,4.5,11.0,110.0,76.0,8.0,0.67,23.53,11.56,31.8,7.89,1.35,65.33,2.07,10.26,10.57,4.15,1.52,72.72,White
5222,PI 656049,15,14,5,SufficientNitrogen,65.0,45.0,8.38,N,18.0,58.7,1056.6,40.0,6.0,15.0,155.0,59.0,7.7,0.67,24.53,11.16,22.07,7.46,5.19,42.0,2.47,10.7,11.64,4.75,1.37,73.62,Mustard
5223,PI 533855,16,14,5,SufficientNitrogen,63.0,48.1,6.68,N,15.0,43.3,649.5,43.6,4.8,12.0,80.0,65.0,6.0,0.67,22.2,9.77,27.97,7.04,2.3,70.67,1.83,10.48,12.29,4.52,1.57,71.46,Orange
5224,PI 564163,17,14,5,SufficientNitrogen,59.0,52.7,6.87,Y,30.0,,,31.3,2.4,8.0,118.0,64.0,5.2,1.33,20.54,8.65,31.37,5.34,1.8,40.67,1.47,,,,,,
5225,PI 656119,18,14,5,SufficientNitrogen,56.0,65.7,3.39,N,6.0,27.1,162.6,44.5,4.6,10.0,110.0,57.0,6.5,0.0,28.08,13.12,31.6,9.15,2.96,81.33,2.57,9.73,16.57,2.89,1.9,63.39,White
5226,PI 17548,19,14,5,SufficientNitrogen,57.0,44.1,5.67,N,33.0,28.2,930.6,35.0,4.3,11.0,232.0,50.0,3.8,1.33,17.57,7.44,18.47,5.46,2.38,56.0,2.37,10.9,11.43,4.3,1.61,68.72,Orange
5227,PI 655977,20,14,5,SufficientNitrogen,63.0,54.5,4.77,N,16.0,45.6,729.6,25.5,4.9,9.0,66.0,65.0,8.8,0.67,29.2,12.39,17.97,8.7,3.95,71.0,2.6,10.88,11.03,4.36,1.51,68.58,Brown
5228,PI 534123,21,14,5,SufficientNitrogen,66.0,49.4,,Y,5.0,,,48.0,3.9,10.0,110.0,65.0,7.0,4.0,29.02,12.15,9.0,5.73,2.96,47.0,5.7,,,,,,
5230,PI 595702,23,14,5,SufficientNitrogen,59.0,47.2,2.42,N,21.0,26.0,546.0,37.5,4.5,10.0,117.0,49.5,7.5,1.33,21.86,8.99,17.4,6.02,3.55,47.0,2.23,10.67,13.21,4.52,1.59,68.72,Mustard
5231,PI 597960,24,14,5,SufficientNitrogen,66.0,53.5,5.17,N,17.0,44.5,756.5,22.5,4.3,12.0,191.0,61.0,8.2,0.0,21.97,8.81,14.13,6.46,4.62,75.0,1.77,10.95,10.81,4.85,1.62,72.87,Brown
5232,PI 533991,25,14,5,SufficientNitrogen,62.0,63.2,5.91,N,14.0,48.2,674.8,38.0,6.2,12.0,100.0,73.5,6.5,0.33,22.58,10.71,16.33,7.88,2.57,68.0,2.43,10.42,12.57,4.45,1.6,69.75,Yellow
5233,PI 576345,26,14,5,SufficientNitrogen,63.0,37.3,6.95,N,12.0,67.4,808.8,35.0,5.1,15.0,120.0,43.0,6.0,0.0,22.95,11.68,14.43,8.71,5.68,50.67,1.5,10.41,11.98,4.13,1.61,69.3,White
5234,PI 564165,27,14,5,SufficientNitrogen,75.0,36.7,8.15,N,4.0,33.3,133.2,36.8,6.0,14.0,97.0,55.5,6.5,0.33,29.01,12.01,17.4,6.25,3.47,36.67,1.53,10.57,13.38,4.38,1.59,66.73,Orange
5235,PI 656059,15,13,5,SufficientNitrogen,65.0,43.4,10.55,N,15.0,56.6,849.0,44.6,6.4,11.0,78.0,81.5,10.5,0.0,23.78,11.08,21.5,8.15,3.56,67.33,2.0,9.97,9.91,4.79,1.46,73.8,White
5236,PI 533948,16,13,5,SufficientNitrogen,61.0,56.2,5.21,N,17.0,54.2,921.4,36.2,5.5,13.0,110.0,72.0,8.0,1.0,22.66,12.46,23.57,8.82,2.74,61.0,2.23,11.02,12.29,4.52,1.7,71.25,Orange
5237,PI 656052,17,13,5,SufficientNitrogen,52.0,70.3,10.47,N,22.0,24.3,534.6,21.6,4.4,13.0,78.0,42.0,7.0,2.0,18.47,9.28,17.27,7.05,3.68,77.33,2.33,10.95,13.94,3.96,1.76,65.92,Brown
5238,PI 533911,18,13,5,SufficientNitrogen,59.0,49.9,5.39,N,15.0,42.5,637.5,31.7,5.7,9.0,62.0,50.5,9.0,0.0,27.91,11.94,27.87,6.41,3.28,51.67,3.27,10.73,15.42,3.98,1.84,68.6,Grey
5239,PI 533913,19,13,5,SufficientNitrogen,60.0,33.85,9.22,N,8.0,32.4,259.2,35.5,5.3,11.0,72.0,50.0,7.7,1.0,22.35,10.28,12.1,6.5,4.49,38.67,6.7,10.0,13.21,4.19,1.71,69.87,White
5240,PI 655972,20,13,5,SufficientNitrogen,66.0,50.5,5.89,N,18.0,45.9,826.2,45.0,6.8,11.0,85.0,51.0,6.4,0.0,23.74,10.76,32.0,6.72,3.39,79.67,1.83,10.51,12.94,4.64,1.6,70.83,White
5241,PI 597957,21,13,5,SufficientNitrogen,67.0,38.0,,Y,4.0,,,36.5,5.2,14.0,175.0,49.0,5.1,1.0,24.46,12.21,14.4,9.48,3.55,47.0,1.1,,,,,,
5242,PI 564163,22,13,5,SufficientNitrogen,65.0,47.85,10.95,Y,6.0,,,46.8,6.4,15.0,92.0,77.0,9.7,1.33,30.38,14.4,30.07,8.38,4.26,60.67,1.6,,,,,,
5244,PI 564163,24,13,5,SufficientNitrogen,60.0,39.3,3.61,N,13.0,66.8,868.4,44.1,4.8,11.0,82.0,71.0,8.0,0.0,25.25,11.96,30.37,7.38,2.35,64.67,2.1,10.4,11.3,4.38,1.51,73.34,White
